Date Submitted,Date of Sighting,City,ST,Short Description
12/28/2018,2/7/2018,Scarborough , ME,{tjd} Camel into picture and took off
12/25/2018,12/24/2018,Scarborough, ME,{tjd} 5 lights appearss to moved up and down and down and up. Disappeared instantly.
11/30/2018,10/30/2018,Houlton, ME,{tjd} I'm being watched. I have over 20 video documentation. Please help me
11/9/2018,2/21/2018,bangor, ME,{dr}4am went on porch for a smoke saw orb traveling down the path of electrical lines very slowly scoping the street fast it noticed me as I it then it sqiggled and disappeared before my eyes
10/13/2018,10/12/2018,Bethel, ME,{tjd} Pictures of a ufo with reports of helicopters and jets are widely shared among area residents
10/8/2018,10/7/2018,Saco, ME,{tjd} Looked like a low flying air plane until it stopped to hover above tree tops.
10/6/2018,9/29/2018,Bremen , ME,{jpg} A sphere of light
9/19/2018,9/18/2018,Millanocket, ME,"{rjl}Unknown object observed in sky, in picture sent by family member in maine."
9/17/2018,9/16/2018,brewer, ME,{rjl} one light above clouds light up entire cloud
9/13/2018,9/13/2018,Hartford, ME,{cak} No sound no trail from behind
8/22/2018,8/16/2018,West Baldwin, ME,{rjl} I observed a very large cylinder shape craft being chased and attacked by 25 smaller craft!
8/17/2018,8/16/2018,China, ME,{cak} Extremely bright orange lighted ufo hovering and moving in a way a plane or drone couldnt
8/11/2018,8/11/2018,Greene, ME,{jpg} Distant extremely bright white blush light that started moving up down side to side then pulsated different colors
8/7/2018,3/15/2018,Milo, ME,"{jpg} Sphere floated over me, then performed aerial maneuvers that defy physics"
8/2/2018,7/21/2018,West Baldwin, ME,{rjl} Saw a disc
8/2/2018,7/19/2018,West Baldwin, ME,{rjl} Saw Stadium size
7/25/2018,7/19/2018,Westbrook, ME,{cak} Taking pictures of Mars noticed a Brighter starlike light notived it was moving. Switch to my night vision app an do began recording. This is not my firstborn encounters with similar objects.
7/24/2018,7/24/2018,Bangor, ME,{cak} Driving home tonight I saw a hovering object that appeared to be too high for a drone (it disappeared behind the clouds) yet too stationary to be a plane.
7/20/2018,7/19/2018,Westbrook, ME,"Was out looking at the stars, moon, and mars when I noticed a star like object blinked on out of no where. I got out my phones and began to record when i noticed it brightened and was moving."
7/20/2018,7/19/2018,Westbrook, ME,"{td} Was out looking at the stars, moon, and mars when I noticed a star like object blinked on out of no where. I got out my phones and began to record when i noticed it brightened and was moving."
7/18/2018,6/16/2018,Westbrook, ME,{td} Three reddish orange fire balls with orb moving slowly above tree line
7/16/2018,7/12/2018,Searsport, ME,"{td} Small, white disc that moved a great distance is a short time"
7/5/2018,7/5/2018,ME, US,{dr}An object was seen hovering in the way far distance rapidly flashing colors.
6/3/2018,4/5/2018,ME, US,"{jpg} I woke up from sleep, went to my window and saw several colorful things moving through the sky at a speed and with angles not possible by anything I know"
6/2/2018,6/1/2018,Casco, ME,"{t} Was watching the stars out of no where saw a triangular object with only red exterior lights at each point, and in the middle of the bottom of the craft had two blue lights one red light separate from the three red lights at each point."
5/31/2018,5/31/2018,South Portland, ME,{td} WIDE penny shaped orange fireball with short disnintigrating tail. 2 seconds. Very low in sky.
5/23/2018,5/23/2018,Wiscasset , ME,{rjl} Making constant 90° turns left and right in the sky.
5/11/2018,5/11/2018,South Portland, ME,{td} Hovering white sphere rapid jump in distance then disappeared
4/21/2018,4/21/2018,ORRINGTON, ME,"[cak} Black Triangle, Orrington, Maine (Boring...)"
4/9/2018,4/9/2018,South portland, ME,"{td} Very slow moving object, that looped in sky. Red/orange/light"
4/6/2018,4/5/2018,Ellsworth, ME,{jpg} 3 or 4 yellow lights right next to my house
4/5/2018,4/5/2018,orono, ME,{jpg} star like no sound
3/27/2018,3/27/2018,Ellsworth, ME,{td)Bright light bouncing back and forth. No sound.pulsating no other light just very bright white light
3/23/2018,3/18/2018,Sanford, ME,{RJL} Its very bright and something I haven't seen before.
2/25/2018,2/25/2018,Lewiston, ME,"{td}Loud Crash-like sound, Electricity turning off / Glitching"
2/23/2018,2/22/2018,Clinton , ME,{rjl} Looked out door window and saw object moving behind trees . Strobing red and green lights and a solid white light
1/22/2018,1/20/2018,Wells, ME,"{jpg} Tear drop / Triangle shape. 3 solid white lights. No flashing, no sound"
1/17/2018,1/16/2018,Auburn, ME,{rjl} fury ape like thing that stunk really bad
1/1/2018,1/1/2018,Biddeford , ME,{dr}Hovering looked like it was struggling to stay afloat.
1/14/2019,4/5/2018,Bretton Woods, NH,{rjl} 4 pink/orangish orbs hovering and moving upwards in a diamond like shape
12/26/2018,12/26/2018,Weare, NH,{tjd} Viewed three then two identical twinkling/flashing multi colored just over the horizon. Objects hovered for a long time.
11/8/2018,11/8/2018,Kingston, NH,{jpg} Driving home. Saw from far away very bright lights. Stopped to look and chevron shaped craft flew right above my car. It made no noise at all.
10/29/2018,10/29/2018,Allenstown, NH,{tjd} Noticed stationary light. Thought was plane. Didnt move at all for prolonged time. Viewed with binocs. Saw blinking lights.
10/25/2018,10/25/2018,lancaster, NH,{cak} Driving south three lights appeared to east and slowly passed by to west sped up and ascended
10/19/2018,10/18/2018,Concord, NH,{rjl} Hovering flashing ufo zig zagging in flight pattern yet hovering within the area
9/28/2018,9/23/2018,Hampton Beach, NH,{dr}a long string of approx 12 red orbs (spread out over a mile) level to the low clouds at 2000ft
9/19/2018,9/18/2018,Merrimack, NH,"{cak} I took a photo of the sunset, then went home. When I checked the photo, I saw an anomaly."
8/25/2018,8/25/2018,NH, US,"{rjl} It was completely silent, then I looked up and it green rotating disks."
8/25/2018,8/25/2018,Milford, NH,{rjl} We were sitting on her roof when we saw three glowing disks in the shape of a triangle. They started moving in weird directions and switching paths. It was silent and then gone.
8/9/2018,8/2/2018,Nashua, NH,{jpg} bright white hovering orb that appeared to be solid.
7/15/2018,7/4/2018,Franconia, NH,{td} Came up over a large mountain
7/8/2018,7/8/2018,Hooksett, NH,{jpg} Was flying in a perpendicular pattern from the airplain that was in the visinity.. Was going about 2 times the speed of the aircraft.
7/3/2018,6/29/2018,Meredith, NH,{dr}White light slowly blinikng coming toward me from west then turning o my left and now it was one white and one red light blinking slowly changed directions twice more
7/3/2018,7/3/2018,Derry, NH,{dr}Object observed low space orbit
3/28/2018,3/28/2018,Brookline, NH,"{td} Hovering just above trees in backyard, then quickly moved off to the east. Trees moved, window shook."
3/8/2018,3/8/2018,Stratham, NH,"{jpg} two blue flashes of light, 2 mins apart, in a snow storm. then a blue/red fly over. on phone whole time."
2/14/2018,2/14/2018,Hillsborough, NH,{cak} My wife and I both witnessed a ufo.
12/7/2018,12/7/2018,Clarendon, VT,{jpg} It was a glowing blue disk with a pike like shape coming out the back
11/23/2018,11/23/2018,Arlington, VT,{rjl} Star like light in sky triangular did not move for over 45 minutes
11/8/2018,7/11/2018,Springfield , VT,"{dr}I was taking pics of the sun setting behind some trees. When i looked threw the pics, there it was. I believe I got one on film."
7/30/2018,7/30/2018,corinth, VT,"{rjl} hovering starlike object descends quickly, dissapears behind treeline of nearby hills"
6/10/2018,6/9/2018,Fairfax, VT,"{cak} Rapid back & forth movement in all directions. Appeared to come directly at observers due to brightening amd size growth. Naked eye couldnt see it, only through a camera."
5/25/2018,5/24/2018,Saint albans, VT,{rjl} Triangle ufo with three white lights and a pulsing red light.
12/22/2018,6/6/2018,Plymouth, MA,{rjl} Saw a huge cigar shaped object hovering and then departing towards Atlantic ocean.
8/27/2018,6/7/2018,NewBedford, MA,"{td} Well it was more than one sighting they are all happenning in front of my window.I live in the third floor.On the 3rd sighting they were 2 of them,it was the only time 2 appeared."
7/12/2018,5/26/2018,Pittsfield, MA,{jpg} ORBITING MOON
7/2/2018,6/30/2018,Dennis, MA,{dr}Silent
6/18/2018,6/17/2018,MA, US,{rjl} Flashing light in sky
6/16/2018,5/25/2018,Orange, MA,{cak} Object appeared and disappeared at the request of observer.
6/13/2018,6/12/2018,Boston, MA,{cak} Red colored light. Bright thought it was a planet at first.
6/12/2018,6/11/2018,South Chatham , MA,{cak} First there was a power outage then we witnessed multiple UFOs flashing out over the ocean
6/11/2018,6/10/2018,Blackstone, MA,"{cak} Heard a low flying helicopter approaching my house went outside and saw 3 objects flying in formation with a dim greenish light where the cockpit should be being chased at close range by a helicopter. Flew right overhead, objects were silent"
6/10/2018,6/10/2018,Attleboro, MA,{cak} 3 orange light lights followed by chopper
6/6/2018,6/5/2018,Marion, MA,"{jpg} Two bright white lights moving slowly SW, no physical craft"
6/3/2018,6/2/2018,Southwick, MA,"{jpg} Object moving clouds, changing directions"
5/19/2018,3/25/2018,Boston, MA,{cak} PERFECT TRIANGLE CLOUD THEN SHIFTED SHAPE THEN NOTICED PERFECT RECTANGLE CRAFT IN CLOUD HOVERING OVER CITY OF BOSTON
5/17/2018,3/17/2018,Ashby, MA,{cak} Star like (I guess)) Definately interstellar
5/10/2018,5/5/2018,Clinton, MA,"{td} This object was jet black in color and had strange angles to it; It seemed to hover at times, but continued in a straight NE direction"
5/8/2018,5/8/2018,Gloucester, MA,{td} Bright sphere appeared over river and pulsed multiple colors. 2nd one appeared.
5/8/2018,5/7/2018,Franklin, MA,{td} I first saw a very small white orb
5/2/2018,5/1/2018,Whitinsville, MA,"{jpg} Very bright shining light, dims down, lights back up at all different times. Appears to move quickly in one direction, lights up, then back to original location or up and down. This is my fourth time witnessing this."
5/2/2018,4/26/2018,MA, US,{jpg} I'm not sure what to think but I know it's not a star.
4/8/2018,4/8/2018,Westport , MA,"{td} silent bright light hovered, faded out and then turned into a red orb"
4/4/2018,3/31/2018,Newburyport, MA,"{jpg} This did not appear to us when we took the photo. showed up when we looked at it later that night, after getting home."
3/28/2018,3/23/2018,Gloucester, MA,"{td} Brightest light in sky, moved slowly, then stationary, then rapidly disappeared."
3/28/2018,3/25/2018,Lee, MA,{td}Large object was not visible by the naked eye
3/18/2018,3/18/2018,Watertown, MA,"{rjl} Grey object floated in sky with lights, one ship was farther and looked like stars."
2/26/2018,2/26/2018,Lowell, MA,{td}Hovered for about 5 min and then went west north west from my location
2/20/2018,2/20/2018,Springfield, MA,{rjl} Pulsating lights extremely slow hovering seemed to be coming closer but movement was minimul
2/20/2018,2/20/2018,Malden, MA,{rjl} I noticed this UFO in one of many pictures of chemtrails I was taking
2/19/2018,2/18/2018,Danvers, MA,{rjl} Fast glowing redish orange orb snaking across the night sky before abruptly moving upward and vanishing.
1/26/2018,1/21/2018,Waltham, MA,{jpg} Bright lights flashing hovering
1/2/2018,1/2/2018,Northampton, MA,"{dr}Black wing, two bright lights on the under side, along each wing, little windows each had light inside, maybe 5 on each wing, looked like it had a small tall like you see on jets."
1/2/2018,1/1/2018,Lowell, MA,{dr}Multiple hovering lights in semi-circle formation
1/18/2019,12/28/2018,worcester, MA,"{rjl} 4 bright lights hovered moved around, disappeared"
12/25/2018,12/1/2018,Main part of the city , MA,"{tjd} These pictures were given to me by my grandson these are the photos, I think this is a UFO I want to know what you think"
12/19/2018,12/19/2018,Gloucester, MA,{rjl} I was walking down the block with my dog and what first appeared to be a plane stopped midair before descending about a mile away from me. It then hovered for 30 to 40 seconds before it took off quickly leaving a faint trail behind it.
12/13/2018,12/10/2018,New Bedford, MA,{cak} Planet like
12/9/2018,12/4/2018,Boston, MA,"{cak} Parked ufo completely silent, did not have time to investigate I had to catch a plane. Took 3 photos"
11/29/2018,11/18/2018,Taunton , MA,Bright white circular/disc shape object.
11/29/2018,11/18/2018,Taunton, MA,Glowing circular/disc spinning. Bright white light and it got brighter randomly.
11/13/2018,9/12/2018,Woburn , MA,{cak} More than one time witnessed. On porch usually past 8pm.
11/9/2018,11/3/2018,MA, US,{dr}Observed strange glowing object in pictures
