,Date Submitted,Date of Sighting,City,ST,Short Description
1102,5/26/2018,4/29/2018,Lake Charles, LA,{rjl} White cigarette shaped object swiftly flying across the sky
1103,4/29/2018,4/29/2018,HOUSTON, TX,{jpg} Three rings joined together in circular rotation
1104,5/1/2018,4/30/2018,Phoenix, AZ,{jpg} Look at post
1105,5/2/2018,4/30/2018,Mims, FL,{jpg} Mysterious Rock
1106,4/30/2018,4/30/2018,Sterling, MI,{jpg} Vivid green fireball (huge) descended across the sky. I smelled burning after that.
1107,4/30/2018,4/30/2018,Rock Hill, SC,{jpg} could not see object with naked eye but it following plane in a photos I took of plane and it was there.
1108,4/30/2018,4/30/2018,Belle Fourche, SD,{jpg} It sucked my rabbit it died
1109,5/1/2018,4/30/2018,fort worth, TX,{jpg} observed and video object for almost two minutes. Object changed shape many times during the span of two minutes.
1110,5/6/2018,5/1/2018,Loxley , AL,{td} Glowing orange flat light moving towards me and became more circular and brighter as it dropped in elevation briefly stopping overhead before accelerating to south and disappearing extremely fast.
1111,7/12/2018,5/1/2018,Arvada, CO,{jpg} was so mysterious don't really know when it happened
1112,5/18/2018,5/1/2018,Ridgway, CO,{cak} We have video taken from our home security cameras of craft. It happened early in the am. The video of as taken showing multiple craft hovering slowly above the tree line about 100 feet from our home. The video shows the craft rotating slowly and moving
1113,9/13/2018,5/1/2018,Lakeland, FL,{cak} Saw on Video: Controlling Your Distance link.
1114,5/5/2018,5/1/2018,Orlando, FL,{jpg} Went straight up into air was not a rocket also see something in top of video
1115,10/13/2018,5/1/2018,Sycamore, IL,{tjd} My father has video I have always believed all of a sudden my parents are interested in ufo s. They showed video fighter jets chasing
1116,5/2/2018,5/1/2018,Whitinsville, MA,"{jpg} Very bright shining light, dims down, lights back up at all different times. Appears to move quickly in one direction, lights up, then back to original location or up and down. This is my fourth time witnessing this."
1117,5/2/2018,5/1/2018,Zeeland, MI,{jpg} 2 red orbs hovered then went up then down then up and east then started flashing all different colors then red orb again and left going South West
1118,5/3/2018,5/1/2018,Havelock, NC,"{jpg} Three separate flashing White lights, moving different directions they just disappeared No sounds"
1119,5/4/2018,5/1/2018,North Royalton, OH,"{jpg} light outside patio door, flying towards building and goes overhead."
1120,5/1/2018,5/1/2018,Cleveland, VA,{jpg} 2 lights in sky. With binoculars; I saw them change like kaleidoscope lights
1121,5/2/2018,5/1/2018,Arena, WI,{jpg} Working a field for planting.
1122,5/2/2018,5/2/2018,Sumiton , AL,{jpg} I seen numerous star looking objects in sky stationary until disappearing during the day at 2pm
1123,5/2/2018,5/2/2018,Santa Rosa, CA,{jpg} the light that brought me a message
1124,5/2/2018,5/2/2018,Port Wentworth, GA,{jpg} video of 5 Ufos hovering over military c-130 crash in Georgia a flash then vanished. from military family 30 years of Ufos missing memory.
1125,5/5/2018,5/2/2018,Winston-Salem, NC,"{jpg} It resembled a Black Helicopter, but there was no Rotor Wash or Sound Emitting from the Craft. My Wife and Daughter stated they saw it at Tree top level Solid Black, No Sound or a Rotor Wash, then it Hovered up made a maneuver upwards then it Disappear"
1126,5/3/2018,5/2/2018,Rochester , NY,{jpg}I was on my porch looking up at the sky around 7 p.m. maybe I looked and seeing this flashing brilliant Lite over the building across from my house if Flash to the size of a golf ball then it faded away and appeared at a different spot maybe 15 feet
1127,5/3/2018,5/2/2018,Ivyland, PA,{jpg} I like to film the sky at night from the time to time to see if I catch anything unusual and last night I recorded
1128,5/3/2018,5/2/2018,La Vergne, TN,{jpg} UFO Observed while standing on back porch.
1129,5/4/2018,5/3/2018,Costa Mesa, CA,{jpg} Three orbs flying fast over Costa Mesa CA
1130,5/4/2018,5/3/2018,LA Mesa, CA,{jpg} Moonless night sky boomerang object
1131,5/22/2018,5/3/2018,Knoxville, IA,{rjl} I need help please. I woke up as if I had physically just laid down. Unable to move AT ALL to see who/what was in my room w/me. This has brought on flashbacks of similar & more disturbing events. I need help
1132,5/4/2018,5/3/2018,Boise, ID,"{jpg} Object was in the sky when I went outside, noticeable because it was the brightest object in the sky. moved east, stopped. moved up, stopped slowly, and then moved North and faded from bright to not visible."
1133,5/4/2018,5/3/2018,Caverna, MO,{jpg} Line of bright white lights ringing the object that then began to strobe the selected colors above.
1134,5/14/2018,5/3/2018,Las Vegas, NV,{cak} Hovered over Nella's air force base NV for 20-30 min as a diamond with 9plus oval objects around it and above our heads there was another group of ovals 40-50 lined up looking NE at diamond above Nella's air force base.
1135,10/17/2018,5/3/2018,Del rio , TX,{rjl} I have recording of it
1136,5/29/2018,5/3/2018,Arlington, WA,"{td! was sitting on my couch where I normally sit in the evening when I saw out my living room window a green light that sped across my line of sight, having never seen such a thing I wrote it down....we where watching the opposition with Jordan clapper"
1137,5/5/2018,5/4/2018,Peoria, AZ,"{jpg} two objects flying, one above the other. grabbed cell to take a pic and one was gone"
1138,5/5/2018,5/4/2018,San Diego, CA,{jpg} Hot tube looking at sky. Tube was not running. Second time in a year seeing this type of object.
1139,5/6/2018,5/4/2018,Colorado Springs, CO,{td} I was flying the Ufo in my dream... Two different times then woke up with The Red Grid pattern on left side of my back
1140,5/4/2018,5/4/2018,Highlands Ranch, CO,{jpg} Three circular white/silver objects hovering in place in the sky for 10 minutes after two planes fly by and vanished from exact same spot they appeared from.
1141,5/26/2018,5/4/2018,Bradenton, FL,{td} triangle like
1142,5/4/2018,5/4/2018,Wichita, KS,{jpg} Ufo at keeper of the plains
1143,5/8/2018,5/4/2018,Reno, NV,{td} Four strange lights over south Reno
1144,5/25/2018,5/4/2018,Melville, NY,"{rjl} object start dark, then very bright, the dark again"
1145,5/26/2018,5/4/2018,Mount Gilead, OH,{rjl} Happened early in the morning. Woke up with a start to see bright white light outside east window. Thought is was the moon at first. Moon was glowing out of my south window.
1146,5/13/2018,5/4/2018,Chapen, SC,{cak} Same UFOs observed in South Carolina as seen in Ohio over Lake Erie & LIANBRADACH ENGLAND?
1147,5/4/2018,5/4/2018,Enterprise, UT,{jpg} 2 greenish lights followed beside me as drove then hovered above me then disappeared then followed me home
1148,5/31/2018,5/4/2018,Port Angeles, WA,{td} Saw this object in photo after photographing odd clouds over the area
1149,5/13/2018,5/4/2018,Lodi, WI,"{cak} V-Formation, Seven circular star like solid lights"
1150,5/9/2018,5/5/2018,Sedona, AZ,{td} ORB in Sedona off Fr 525
1151,5/6/2018,5/5/2018,Burbank, CA,"{td} Mylar type object, 8 flat sides, metallic, moving at approximately 100 mph"
1152,5/8/2018,5/5/2018,Romoland, CA,"(td} Got real bright then exploded and glowing debris showered under it. like it's outer shell blew off, like fireworks, eventually gained altitude after roaming around area"
1153,5/5/2018,5/5/2018,Sunrise, FL,{jpg} two ufo look like a star but it was to low it was moving and it change to different colors light blue green orange and pink it was not a plane because it had no wings and it s lights did nor turn off and on like an airplane the light keep on no Heli
1154,6/25/2018,5/5/2018,Fernwood, ID,"{td} 2 Orbs, One Buzzed Cabin in Idaho Panhandle, Caught on Video"
1155,6/13/2018,5/5/2018,Paola, KS,{cak} 7 lights appear ascend /descend then disappear
1156,5/10/2018,5/5/2018,Clinton, MA,"{td} This object was jet black in color and had strange angles to it; It seemed to hover at times, but continued in a straight NE direction"
1157,5/6/2018,5/5/2018,Jackson, MI,"{td} Jackson, Michigan possible sighting (of unusual object that looked like a 4 winged bi-plane [djs])"
1158,5/8/2018,5/5/2018,Ovid, MI,{td} Watched from window went out side n watched hole event last maybe 2 mins very fast and completely silent
1159,5/21/2018,5/5/2018,Boulder, MT,{rjl} This video was seen on my trail cam with motion sensor / infrared. My dogs went crazy at this area on their morning walk.
1160,5/6/2018,5/5/2018,Williston , ND,{td} In sky every night
1161,7/6/2018,5/5/2018,Corning, NY,{dr}Telepathic communication with sighting an hour later
1162,5/24/2018,5/5/2018,Strasburg, VA,"{rjl} A luminous sphere was seen flying above the bridge, and doing fast movements up and down until it held its position in the sky. Afterwards two small luminous spheres (1) and (2), were seen approaching the luminous sphere and interacting each other."
1163,5/6/2018,5/6/2018,CORONA, CA,{td} FIRST NOTICED A LARGE ORANGE/RED LIGHT AROUND 1;45 A.M. RIGHT UNDER THE BIG DIPPER
1164,5/7/2018,5/6/2018,Trinity, FL,"{td} I saw what looked like a star at first, but then it would pulse and completely disappear then com back. It would get so bright it would cause my phone camera to lose focus. Clear skies no clouds."
1165,5/11/2018,5/6/2018,Crete, IL,{td} LOW flying HUGE White fireball traveling E-W 2am Sunday morning (Eta meteor shower weekend) no meteors seen.
1166,5/7/2018,5/6/2018,South Bend, IN,{td} I saw a light zig zagging and maneuvering at incredible speed
1167,5/25/2018,5/6/2018,Grand Haven, MI,{rjl} object seen overhead that hovered then moved northwest until it appeared as a star and ejected 2 to 3 light objects
1168,5/6/2018,5/6/2018,Granbury , TX,{td} A round flat object shout up from the tree line hovers for a minute and then was ingulfed in a black hole type thing and was gone
1169,5/6/2018,5/6/2018,Ferndale, WA,{td} Triangle shaped white reflective light. West of Lummi island
1170,5/11/2018,5/6/2018,Athelstan, WI,"{td} meteorite exploded above the tree line, half hr. later fiery orb appears and then we see a ship the same color or hue orb."
1171,5/7/2018,5/6/2018,Bonduel, WI,"{td} sounds weird but I think its was a ufo.. don't laugh as I was driving into Shawano on BE I seen a large roundish white glowing shape, which was going kind of slow ( compared to falling star) then just disappear"
1172,5/21/2018,5/7/2018,Barstow, CA,{rjl} Riding my motorcycle taking pictures. This was shot was port side.
1173,5/8/2018,5/7/2018,Palm Springs, CA,{td} I sit on my balcony at night and watch the Stars and I was laying there in my 0 gravity chair and there it was
1174,5/8/2018,5/7/2018,Trabuco Canyon, CA,{td} I saw something white in the sky...
1175,5/8/2018,5/7/2018,Colorado Springs, CO,{td} many smaller objects lifted then larger ones so... video
1176,5/8/2018,5/7/2018,Fort Myers Beach, FL,{td} Star-like object rapidly descended toward horizon initially like shooting star then changed course
1177,5/8/2018,5/7/2018,Franklin, MA,{td} I first saw a very small white orb
1178,5/11/2018,5/7/2018,Flint, MI,"[TD} 2ufo's straight over-head on Monday may 7th, 745pm-8pm"
1179,5/17/2018,5/7/2018,Blooming Prairie , MN,{cak} Almost like a firework but without the explosion
1180,5/8/2018,5/7/2018,Piedmont, MO,Strange bright lights for the past two weeks over Pevely
1181,5/8/2018,5/7/2018,Mt. Laurel, NJ,"{td} Not sure If it was a UFO, it showed up in my pictures."
1182,5/7/2018,5/7/2018,N. Richland Hills, TX,"{td} Saw bright light almost overhead. Used zoom lens app on cellphone to take photo, then zoomed in more spreading fingers on screen. Then took screenshot! To naked eye, it was a round, bright light. When zoomed, it was a boomerang."
1183,5/13/2018,5/7/2018,Bellingham, WA,{cak} white light object hovering then descending on top of Mt. Baker
1184,5/9/2018,5/7/2018,Everett, WA,"{td} Translucent object, highly reflective, yet solid as well, changed shape."
1185,5/25/2018,5/7/2018,Marysville, WA,{rjl} 2 Saucer/orbs hover 45min one leaves
1186,5/9/2018,5/8/2018,Santa Rosa, CA,"{td} Saw orange light in sky for 30+ min then it moved got closer, descended and saw a triangle with lights"
1187,5/9/2018,5/8/2018,Ventura, CA,{td} We observed a triangular shape crafts going from west to east at approximately 9:15 p.m. May 8th 2018
1188,5/24/2018,5/8/2018,Hollywood, FL,"{rjl} Three star-like objects with unusual flight paths and hovering, in the NE sky over the Atlantic Ocean at Hollywood Beach, Florida."
1189,5/9/2018,5/8/2018,Orange Park , FL,"{td} It had happened Friday, Monday and Tuesday. I am not the only witness."
1190,5/9/2018,5/8/2018,Indianapolis, IN,{td} Two oval some what metallic objects at different altitudes crossing the sky underneath two passing jets headed in opposite directions.
1191,5/8/2018,5/8/2018,Gloucester, MA,{td} Bright sphere appeared over river and pulsed multiple colors. 2nd one appeared.
1192,5/11/2018,5/8/2018,Berkley, MI,{td} 2 oval shaped objects . Bright shimmery white in color .
1193,5/12/2018,5/8/2018,Aztec, NM,{td} Amber colored light pattern observed thru a telescope.
1194,5/9/2018,5/8/2018,Holloman Air Force Base, NM,{td} at first two orange yellow lights just stationary In the sky then a third appeared in a triangle like formation.
1195,5/9/2018,5/8/2018,Harpster, OH,"{td} Odd hovering solid objects. Descended, ascended rapidly. Both vanished. Clear skies."
1196,5/9/2018,5/8/2018,Toledo, OH,"{td} Huge, brilliant, glaringly bright red light gently descending in SE sky."
